url	Hãng	Năm sản xuất	Nhiên liệu	Kiểu dáng	Dòng xe	Số km đã đi	Hộp số	Xuất Xứ	Số chỗ
https://xe.chotot.com//[object Object]-thanh-pho-bien-hoa-dong-nai/82419091.htm	Hyundai	2018	Xăng	Sedan	Accent	32000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-thanh-pho-long-khanh-dong-nai/87176727.htm	Toyota	2018	Xăng	Sedan	Vios	50000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-tay-ho-ha-noi/87895408.htm	Kia	2013	Xăng	SUV / Cross over	Sorento	80000	Tự động	Việt Nam	7
https://xe.chotot.com//[object Object]-quan-9-tp-ho-chi-minh/85527387.htm	Mercedes Benz	2015	Xăng	Sedan	CLA Class	85000	Tự động	Nước khác	5
https://xe.chotot.com//[object Object]-quan-12-tp-ho-chi-minh/87947655.htm	Toyota	2006	Xăng	Van	Hiace	130000	Số sàn	NaN	10
https://xe.chotot.com//[object Object]-thanh-pho-qui-nhon-binh-dinh/87947640.htm	Toyota	1998	Xăng	Van	Dòng khác	NaN	Số sàn	Nhật Bản	5
https://xe.chotot.com//[object Object]-quan-le-chan-hai-phong/87947638.htm	Mazda	2017	NaN	NaN	5	20000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-tay-ho-ha-noi/87947561.htm	Mercedes Benz	2002	Xăng	Sedan	C Class	150000	Tự động	Đức	5
https://xe.chotot.com//[object Object]-quan-hai-ba-trung-ha-noi/87947540.htm	Kia	1998	Xăng	Sedan	Pride	16	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-thanh-pho-hue-thua-thien-hue/84899544.htm	Toyota	2011	Xăng	Sedan	Vios	60000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-tan-phu-tp-ho-chi-minh/87761008.htm	Ford	2020	Dầu	Pick-up (bán tải)	Ranger	17000	Tự động	Thái Lan	5
https://xe.chotot.com//[object Object]-huyen-gia-binh-bac-ninh/87887642.htm	Suzuki	2002	Xăng	SUV / Cross over	Dòng khác	157074	Số sàn	Việt Nam	2
